trans_date,txns,fraud_txns,total_amt,fraud_rate
2019-09-26,1894,2,119583.07,0.0010559662090813093
2019-09-27,1877,6,137743.08,0.0031965903036760787
2019-09-28,2638,24,197444.11,0.009097801364670205
2019-09-29,3198,22,214537.22,0.0068792995622263915
2019-09-30,3087,4,200034.96,0.0012957563977972141
2019-10-01,1499,14,107907.88,0.009339559706470981
2019-10-02,1734,23,122120.59,0.0132641291810842
2019-10-03,1869,7,136004.86,0.003745318352059925
2019-10-04,1863,6,128410.38,0.00322061191626409
2019-10-05,2744,19,189435.98,0.006924198250728863
2019-10-06,3183,25,216518.04,0.007854225573358466
2019-10-07,3095,4,198961.0,0.0012924071082390954
2019-10-08,1423,7,93629.4,0.004919184820801124
2019-10-09,1670,20,114972.1,0.011976047904191617
2019-10-10,1925,16,142828.91,0.008311688311688312
2019-10-11,1882,15,135444.58,0.007970244420828906
2019-10-12,2693,23,203365.55,0.008540660972892685
2019-10-13,3172,30,214916.84,0.009457755359394703
2019-10-14,3129,26,226402.6,0.008309364014062001
2019-10-15,1436,1,93857.92,0.0006963788300835655
2019-10-16,1689,0,119249.76,0.0
2019-10-17,1888,20,147802.11,0.01059322033898305
2019-10-18,1849,27,147795.44,0.014602487831260141
2019-10-19,2684,29,193639.79,0.010804769001490314
2019-10-20,3230,37,239242.96,0.011455108359133126
2019-10-21,2997,19,214816.28,0.006339673006339673
2019-10-22,1507,1,106946.23,0.0006635700066357001
2019-10-23,1710,12,125672.63,0.007017543859649123
2019-10-24,1836,4,133617.6,0.002178649237472767
2019-10-25,1940,1,122049.51,0.0005154639175257732
2019-10-26,2749,15,183849.69,0.005456529647144416
2019-10-27,3194,6,210313.22,0.001878522229179712
2019-10-28,3134,6,220704.06,0.0019144862795149968
2019-10-29,1525,8,109631.77,0.005245901639344262
2019-10-30,1663,11,117653.69,0.00661455201443175
2019-10-31,1846,22,133506.0,0.011917659804983749
2019-11-01,1873,25,140622.73,0.013347570742124934
2019-11-02,2675,32,186811.88,0.011962616822429906
2019-11-03,3252,13,216880.29,0.003997539975399754
2019-11-04,3094,6,206483.09,0.0019392372333548805
2019-11-05,1505,4,105682.23,0.0026578073089701
2019-11-06,1630,4,108356.2,0.00245398773006135
2019-11-07,1872,7,140482.72,0.0037393162393162395
2019-11-08,1894,10,137548.84,0.005279831045406547
2019-11-09,2702,7,174453.51,0.0025906735751295338
2019-11-10,3131,14,213849.96,0.004471414883423826
2019-11-11,3013,18,206287.31,0.005974112180550946
2019-11-12,1458,1,93987.26,0.0006858710562414266
2019-11-13,1589,5,105639.76,0.0031466331025802393
2019-11-14,1880,21,142198.88,0.011170212765957447
2019-11-15,1849,20,133940.83,0.01081665765278529
2019-11-16,2652,5,184983.37,0.001885369532428356
2019-11-17,3238,0,245208.5,0.0
2019-11-18,3155,0,198336.64,0.0
2019-11-19,1471,11,100719.85,0.007477906186267845
2019-11-20,1670,26,114183.54,0.015568862275449102
2019-11-21,1780,5,127245.92,0.0028089887640449437
2019-11-22,1838,7,118140.75,0.003808487486398259
2019-11-23,2640,13,188263.81,0.004924242424242424
2019-11-24,3166,14,210690.8,0.004421983575489577
2019-11-25,3172,17,242262.12,0.005359394703656999
2019-11-26,1486,18,113072.5,0.012113055181695828
2019-11-27,1718,17,117350.74,0.00989522700814901
2019-11-28,1820,20,138944.31,0.01098901098901099
2019-11-29,1828,19,127357.57,0.010393873085339168
2019-11-30,5370,29,383266.68,0.005400372439478585
2019-12-01,6283,18,449873.21,0.002864873468088493
2019-12-02,6150,22,467916.96,0.0035772357723577236
2019-12-03,2986,10,198341.13,0.003348961821835231
2019-12-04,3341,28,234157.4,0.008380724334031727
2019-12-05,3683,21,267582.09,0.005701873472712463
2019-12-06,3697,18,250537.64,0.004868812550716798
2019-12-07,5285,19,387784.93,0.0035950804162724692
2019-12-08,6428,14,431437.57,0.0021779713752333543
2019-12-09,6252,15,417347.73,0.0023992322456813818
2019-12-10,2926,8,195313.42,0.002734107997265892
2019-12-11,3312,17,247370.49,0.005132850241545894
2019-12-12,3731,38,279276.91,0.010184937014205307
2019-12-13,3661,11,257044.52,0.003004643540016389
2019-12-14,5299,14,367827.11,0.002642007926023778
2019-12-15,6425,7,455555.83,0.0010894941634241246
2019-12-16,6127,17,422399.97,0.00277460421086992
2019-12-17,2986,11,226815.32,0.003683858004018754
2019-12-18,3271,6,211826.2,0.0018343014368694588
2019-12-19,3678,9,264694.82,0.0024469820554649264
2019-12-20,3607,21,245869.47,0.005822012752980316
2019-12-21,5366,23,380241.73,0.004286246738725307
2019-12-22,6325,31,416191.18,0.004901185770750988
2019-12-23,5937,40,429240.55,0.0067374094660602995
2019-12-24,2885,25,207699.66,0.008665511265164644
2019-12-25,3274,11,231080.16,0.003359804520464264
2019-12-26,3639,8,252099.19,0.0021984061555372354
2019-12-27,3674,17,248012.03,0.004627109417528579
2019-12-28,5552,33,391150.54,0.005943804034582133
2019-12-29,6320,25,420740.83,0.003955696202531646
2019-12-30,6064,32,447632.46,0.005277044854881266
2019-12-31,2896,23,215118.13,0.007941988950276244
2020-01-01,1294,3,101896.31,0.00231839258114374
2020-01-02,1335,3,84479.36,0.0022471910112359553
2020-01-03,1424,11,97360.32,0.007724719101123595
2020-01-04,2033,23,146362.35,0.01131333005410723
2020-01-05,2461,14,157380.39,0.005688744412840309
2020-01-06,2379,3,162631.18,0.0012610340479192938
2020-01-07,1107,11,84608.81,0.00993676603432701
2020-01-08,1264,18,109046.54,0.014240506329113924
2020-01-09,1404,9,108361.69,0.00641025641025641
2020-01-10,1326,8,94291.21,0.006033182503770739
2020-01-11,2103,20,150544.33,0.009510223490252021
2020-01-12,2468,24,175904.47,0.009724473257698542
2020-01-13,2386,14,171119.4,0.00586756077116513
2020-01-14,1128,0,70230.16,0.0
2020-01-15,1252,8,87020.01,0.006389776357827476
2020-01-16,1444,3,102204.02,0.002077562326869806
2020-01-17,1418,19,106583.99,0.013399153737658674
2020-01-18,2087,19,167930.52,0.009103977000479156
2020-01-19,2441,20,164056.5,0.00819336337566571
2020-01-20,2307,10,154771.06,0.004334633723450368
2020-01-21,1073,0,73125.01,0.0
2020-01-22,1272,5,75922.58,0.003930817610062893
2020-01-23,1384,8,96601.41,0.005780346820809248
2020-01-24,1466,13,103779.17,0.008867667121418827
2020-01-25,2073,12,145415.72,0.005788712011577424
2020-01-26,2358,11,162214.66,0.004664970313825276
2020-01-27,2342,13,154740.94,0.005550811272416738
2020-01-28,1140,4,70726.1,0.0035087719298245615
2020-01-29,1270,5,81145.8,0.003937007874015748
2020-01-30,1373,17,99622.36,0.012381646030589949
2020-01-31,1390,15,102988.12,0.01079136690647482
2020-02-01,2088,21,147139.73,0.010057471264367816
2020-02-02,2384,22,183897.4,0.009228187919463088
2020-02-03,2284,18,162062.27,0.00788091068301226
2020-02-04,1131,6,73781.01,0.005305039787798408
2020-02-05,1294,0,87205.35,0.0
2020-02-06,1363,0,94111.03,0.0
2020-02-07,1405,11,91758.22,0.007829181494661922
2020-02-08,1964,14,142319.3,0.007128309572301426
2020-02-09,2350,13,161355.68,0.005531914893617021
2020-02-10,2338,8,165551.87,0.003421727972626176
2020-02-11,1150,9,86483.91,0.00782608695652174
2020-02-12,1278,5,82994.22,0.003912363067292645
2020-02-13,1331,4,89347.19,0.003005259203606311
2020-02-14,1386,13,97759.77,0.00937950937950938
2020-02-15,2064,18,139873.07,0.00872093023255814
2020-02-16,2366,10,160787.95,0.00422654268808115
2020-02-17,2411,6,180902.49,0.002488593944421402
2020-02-18,1100,3,71700.38,0.0027272727272727275
2020-02-19,1227,10,87380.16,0.008149959250203748
2020-02-20,1393,25,100690.0,0.017946877243359655
2020-02-21,1453,28,102422.89,0.019270474879559532
2020-02-22,2048,17,142425.03,0.00830078125
2020-02-23,2434,13,170089.75,0.005341002465078061
2020-02-24,2324,6,148915.66,0.0025817555938037868
2020-02-25,1176,7,85488.58,0.005952380952380952
2020-02-26,1233,1,87192.73,0.0008110300081103001
2020-02-27,1391,26,96539.48,0.018691588785046728
2020-02-28,1425,22,129768.93,0.015438596491228071
2020-03-01,2718,19,202240.1,0.006990434142752024
2020-03-02,3130,27,231020.19,0.008626198083067093
2020-03-03,3066,9,212119.96,0.0029354207436399216
2020-03-04,1533,6,112755.93,0.003913894324853229
2020-03-05,1605,8,109590.78,0.004984423676012461
2020-03-06,1895,0,132433.48,0.0
2020-03-07,1889,7,125333.98,0.0037056643726839597
2020-03-08,2714,15,196332.27,0.00552689756816507
2020-03-09,3303,7,219696.77,0.002119285498032092
2020-03-10,3075,18,217481.44,0.005853658536585366
2020-03-11,1535,22,122183.38,0.014332247557003257
2020-03-12,1722,31,136768.53,0.018002322880371662
2020-03-13,1860,13,126250.45,0.006989247311827957
2020-03-14,1849,8,125630.08,0.004326663061114116
2020-03-15,2690,18,196194.97,0.006691449814126394
2020-03-16,3334,19,235793.57,0.005698860227954409
2020-03-17,3143,32,215814.61,0.010181355392936684
2020-03-18,1502,14,117526.05,0.009320905459387484
2020-03-19,1700,37,128773.58,0.02176470588235294
2020-03-20,1860,41,136257.74,0.02204301075268817
2020-03-21,1839,15,144233.6,0.008156606851549755
2020-03-22,2748,5,183376.84,0.001819505094614265
2020-03-23,3246,6,227877.76,0.0018484288354898336
2020-03-24,3153,11,208512.06,0.0034887408816999684
2020-03-25,1500,3,100729.33,0.002
2020-03-26,1602,0,109276.42,0.0
2020-03-27,1839,0,129114.19,0.0
2020-03-28,1845,5,121968.29,0.0027100271002710027
2020-03-29,2679,11,190691.33,0.004106009705113848
2020-03-30,3228,4,223668.02,0.0012391573729863693
2020-03-31,3048,33,222470.38,0.010826771653543307
2020-04-01,1561,12,112255.81,0.007687379884689302
2020-04-02,1698,10,133265.57,0.005889281507656066
2020-04-03,1805,15,127174.57,0.008310249307479225
2020-04-04,1892,1,121111.36,0.0005285412262156448
2020-04-05,2714,0,176726.97,0.0
2020-04-06,3327,5,221305.29,0.0015028554253080854
2020-04-07,3211,28,215582.9,0.008720024914356897
2020-04-08,1422,10,96611.24,0.007032348804500703
2020-04-09,1640,9,120769.0,0.00548780487804878
2020-04-10,1926,9,132229.57,0.004672897196261682
2020-04-11,1812,2,128333.44,0.0011037527593818985
2020-04-12,2689,5,186382.32,0.001859427296392711
2020-04-13,3327,9,224864.55,0.002705139765554554
2020-04-14,3086,11,215242.5,0.0035644847699287103
2020-04-15,1488,15,111314.71,0.010080645161290322
2020-04-16,1644,15,116073.95,0.009124087591240875
2020-04-17,1867,17,144443.16,0.009105516871987145
2020-04-18,1838,6,123668.34,0.003264417845484222
2020-04-19,2721,8,191535.58,0.002940095553105476
2020-04-20,3220,18,227245.78,0.0055900621118012426
2020-04-21,3016,10,221331.23,0.0033156498673740055
2020-04-22,1484,0,100767.83,0.0
2020-04-23,1667,7,112011.97,0.004199160167966407
2020-04-24,1836,14,127620.24,0.007625272331154684
2020-04-25,1828,12,129861.19,0.006564551422319475
2020-04-26,2669,10,196298.5,0.003746721618583739
2020-04-27,3146,3,223540.53,0.0009535918626827717
2020-04-28,3117,16,221060.28,0.005133140840551813
2020-04-29,1519,13,112343.07,0.008558262014483212
2020-04-30,1722,12,120358.33,0.006968641114982578
2020-05-01,1754,21,133250.17,0.011972633979475485
2020-05-02,1848,23,141502.77,0.012445887445887446
2020-05-03,2606,31,189510.23,0.011895625479662318
2020-05-04,3147,19,220866.8,0.0060374960279631395
2020-05-05,3068,18,206333.93,0.005867014341590613
2020-05-06,1531,18,109792.1,0.011757021554539516
2020-05-07,1737,16,130966.17,0.009211283822682787
2020-05-08,1882,11,129949.14,0.005844845908607864
2020-05-09,1869,21,135817.98,0.011235955056179775
2020-05-10,2631,35,201611.5,0.01330292664386165
2020-05-11,3262,24,223735.26,0.007357449417535254
2020-05-12,3099,20,233244.84,0.006453694740238786
2020-05-13,1514,14,107672.28,0.009247027741083224
2020-05-14,1695,9,118595.39,0.005309734513274336
2020-05-15,1841,5,119643.36,0.0027159152634437804
2020-05-16,1864,9,126233.29,0.004828326180257511
2020-05-17,2755,15,185663.56,0.0054446460980036296
2020-05-18,3086,10,209870.83,0.0032404406999351912
2020-05-19,3118,21,215388.55,0.006735086593970494
2020-05-20,1386,4,86482.89,0.002886002886002886
2020-05-21,1688,23,120909.64,0.013625592417061612
2020-05-22,1860,11,128437.6,0.005913978494623656
2020-05-23,1890,13,127044.69,0.0068783068783068784
2020-05-24,3430,28,242348.25,0.00816326530612245
2020-05-25,3942,31,271227.48,0.007864028411973617
2020-05-26,3839,9,263256.79,0.0023443605105496223
2020-05-27,1846,14,129065.34,0.007583965330444204
2020-05-28,2131,15,142647.61,0.0070389488503050214
2020-05-29,2325,20,164521.93,0.008602150537634409
2020-05-30,2396,16,197791.64,0.00667779632721202
2020-05-31,3303,3,230654.81,0.0009082652134423251
2020-06-01,4019,5,273514.23,0.001244090569793481
2020-06-02,3935,14,286499.19,0.0035578144853875477
2020-06-03,1867,15,136664.92,0.008034279592929834
2020-06-04,2084,19,143195.89,0.009117082533589251
2020-06-05,2396,6,159802.48,0.0025041736227045075
2020-06-06,2292,5,152440.11,0.002181500872600349
2020-06-07,3288,17,218711.45,0.005170316301703163
2020-06-08,4135,37,298702.91,0.00894800483675937
2020-06-09,3799,8,255865.74,0.0021058173203474598
2020-06-10,1858,12,128413.47,0.006458557588805167
2020-06-11,2101,4,168896.63,0.0019038553069966682
2020-06-12,2372,2,162727.24,0.0008431703204047217
2020-06-13,2300,6,165243.19,0.0026086956521739132
2020-06-14,3359,20,239596.41,0.005954153021732658
2020-06-15,4167,22,296172.66,0.005279577633789297
2020-06-16,3802,10,259567.11,0.0026301946344029457
2020-06-17,1812,35,141792.48,0.019315673289183224
2020-06-18,2028,39,166713.71,0.019230769230769232
2020-06-19,2413,25,176152.74,0.010360547036883548
2020-06-20,2354,26,172070.93,0.011045029736618521
2020-06-21,3394,17,237989.07,0.005008839127872717
2020-06-22,4078,12,273118.13,0.0029426189308484553
